age;workclass;Income;education;marital status;occupation;gender;hours per week;native country
35;Private;199352;Prof-school;Married-civ-spouse;Prof-specialty;Male;80;United-States
56;Private;217775;HS-grad;Divorced;Transport-moving;Male;50;United-States
65;Private;178934;HS-grad;Widowed;Other-service;Female;20;Jamaica
30;Private;183801;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
45;Private;137604;Some-college;Never-married;Other-service;Male;40;United-States
40;Private;77975;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
39;Local-gov;178100;Masters;Divorced;Prof-specialty;Female;40;United-States
38;Federal-gov;178678;10th;Divorced;Adm-clerical;Female;50;United-States
21;Private;118712;HS-grad;Never-married;Craft-repair;Male;35;United-States
59;Federal-gov;99131;HS-grad;Never-married;Exec-managerial;Female;40;United-States
30;Federal-gov;68330;Bachelors;Never-married;Prof-specialty;Male;40;United-States
33;Private;26252;Assoc-acdm;Never-married;Other-service;Female;40;United-States
29;Private;413297;Assoc-acdm;Never-married;Sales;Male;45;Mexico
46;Private;164877;Some-college;Married-civ-spouse;Craft-repair;Male;44;United-States
40;Private;259307;Masters;Married-civ-spouse;Exec-managerial;Male;50;United-States
35;Self-emp-not-inc;348771;11th;Married-civ-spouse;Craft-repair;Male;36;United-States
38;Private;296212;Bachelors;Married-civ-spouse;Craft-repair;Male;45;United-States
32;Private;237582;Assoc-voc;Never-married;Prof-specialty;Female;38;United-States
52;Private;177366;HS-grad;Separated;Other-service;Female;20;United-States
62;Private;201928;HS-grad;Widowed;Craft-repair;Female;40;United-States
48;Private;199058;Masters;Married-civ-spouse;Exec-managerial;Male;40;United-States
37;Private;77820;Bachelors;Married-civ-spouse;Exec-managerial;Male;50;United-States
29;Private;109814;Bachelors;Never-married;Handlers-cleaners;Male;40;United-States
40;Private;178983;HS-grad;Married-civ-spouse;Adm-clerical;Female;30;United-States
60;Private;116707;Some-college;Married-civ-spouse;Sales;Male;40;United-States
90;Private;206667;Masters;Married-civ-spouse;Prof-specialty;Female;40;United-States
37;Private;278576;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;60;United-States
37;Local-gov;144322;Assoc-voc;Never-married;Adm-clerical;Female;43;United-States
26;Private;395206;Some-college;Never-married;Transport-moving;Male;40;United-States
24;Local-gov;229005;Some-college;Never-married;Adm-clerical;Female;40;United-States
43;Private;168412;HS-grad;Married-civ-spouse;Sales;Female;44;Poland
46;Local-gov;354962;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
18;Private;294263;HS-grad;Never-married;Sales;Female;9;United-States
55;Self-emp-not-inc;396878;Some-college;Married-civ-spouse;Exec-managerial;Male;25;United-States
23;Private;208908;Bachelors;Never-married;Other-service;Female;30;United-States
52;Local-gov;48413;HS-grad;Married-civ-spouse;Other-service;Male;40;United-States
25;Private;104662;HS-grad;Never-married;Other-service;Female;22;United-States
20;Private;159297;Some-college;Never-married;Adm-clerical;Female;15;United-States
25;Private;199545;HS-grad;Never-married;Sales;Female;35;United-States
25;Private;67222;Some-college;Never-married;Machine-op-inspct;Male;40;Philippines
39;Self-emp-not-inc;113749;9th;Married-civ-spouse;Craft-repair;Male;40;United-States
40;Private;197919;Assoc-acdm;Divorced;Sales;Female;40;United-States
62;Self-emp-not-inc;166894;HS-grad;Married-civ-spouse;Craft-repair;Male;60;United-States
21;Private;256504;HS-grad;Never-married;Other-service;Female;40;United-States
43;Self-emp-not-inc;350387;HS-grad;Married-civ-spouse;Craft-repair;Male;60;United-States
49;Private;348751;7th-8th;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
36;Private;178487;HS-grad;Never-married;Transport-moving;Male;40;United-States
33;Local-gov;255058;Bachelors;Divorced;Prof-specialty;Male;40;United-States
62;Private;104849;Masters;Married-civ-spouse;Adm-clerical;Male;40;China
24;Self-emp-not-inc;161508;HS-grad;Never-married;Craft-repair;Male;50;United-States
22;Private;117210;Some-college;Never-married;Adm-clerical;Male;25;Greece
45;Private;175625;HS-grad;Separated;Adm-clerical;Female;38;United-States
55;Self-emp-not-inc;271795;HS-grad;Married-civ-spouse;Other-service;Male;40;United-States
50;Private;69345;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;44;United-States
25;Private;177499;Bachelors;Never-married;Craft-repair;Male;35;United-States
21;Private;57711;HS-grad;Never-married;Other-service;Female;30;United-States
28;Self-emp-not-inc;175406;Masters;Married-civ-spouse;Exec-managerial;Female;30;United-States
32;Local-gov;87310;HS-grad;Married-civ-spouse;Other-service;Male;41;United-States
42;Self-emp-inc;377018;11th;Married-civ-spouse;Exec-managerial;Male;40;United-States
49;Private;230796;HS-grad;Divorced;Other-service;Female;40;United-States
62;Private;143943;Bachelors;Widowed;Tech-support;Female;7;United-States
17;Private;242718;11th;Never-married;Sales;Male;12;United-States
26;Private;274724;Some-college;Never-married;Other-service;Male;40;Nicaragua
21;Private;156807;HS-grad;Never-married;Other-service;Male;10;United-States
29;Local-gov;179681;HS-grad;Never-married;Transport-moving;Female;37;United-States
55;Private;116442;HS-grad;Never-married;Sales;Male;38;United-States
36;Local-gov;403681;Bachelors;Married-civ-spouse;Prof-specialty;Male;40;United-States
44;Self-emp-not-inc;179557;HS-grad;Married-civ-spouse;Exec-managerial;Male;45;United-States
34;Private;405386;Some-college;Never-married;Craft-repair;Male;28;United-States
30;Private;225053;HS-grad;Married-civ-spouse;Exec-managerial;Male;50;United-States
24;Private;373628;Bachelors;Never-married;Sales;Female;40;United-States
46;Private;59767;Some-college;Divorced;Sales;Male;50;United-States
26;Private;290286;HS-grad;Never-married;Craft-repair;Male;40;United-States
47;Private;398652;HS-grad;Married-civ-spouse;Sales;Male;50;United-States
27;Private;137645;Bachelors;Never-married;Sales;Female;40;United-States
64;Self-emp-inc;195366;Bachelors;Married-civ-spouse;Prof-specialty;Male;40;United-States
33;Private;251990;HS-grad;Separated;Adm-clerical;Male;37;United-States
39;Private;56648;HS-grad;Separated;Sales;Female;47;United-States
25;Private;192149;Bachelors;Never-married;Adm-clerical;Female;40;United-States
52;Private;175622;Assoc-voc;Divorced;Other-service;Female;40;United-States
36;Private;107302;HS-grad;Married-civ-spouse;Tech-support;Male;50;United-States
48;Private;199763;HS-grad;Married-civ-spouse;Prof-specialty;Female;8;United-States
43;Private;265072;Bachelors;Never-married;Prof-specialty;Male;50;United-States
56;Private;176118;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
34;Local-gov;231826;HS-grad;Married-civ-spouse;Prof-specialty;Male;40;El-Salvador
36;Private;219745;HS-grad;Separated;Craft-repair;Male;40;United-States
52;Private;203635;Bachelors;Married-civ-spouse;Exec-managerial;Male;65;United-States
31;Self-emp-inc;41493;Bachelors;Never-married;Farming-fishing;Female;45;United-States
23;Self-emp-not-inc;72143;Bachelors;Never-married;Exec-managerial;Female;40;United-States
46;Private;318259;Some-college;Separated;Tech-support;Female;55;United-States
29;State-gov;118520;HS-grad;Married-civ-spouse;Protective-serv;Male;42;United-States
26;Private;226288;Bachelors;Never-married;Adm-clerical;Male;40;United-States
32;Private;231263;Some-college;Married-civ-spouse;Machine-op-inspct;Male;50;United-States
41;Self-emp-inc;93227;Bachelors;Married-civ-spouse;Exec-managerial;Male;60;Taiwan
21;Private;438139;HS-grad;Never-married;Sales;Male;50;United-States
27;Private;104329;11th;Married-civ-spouse;Sales;Male;40;United-States
18;Private;83451;HS-grad;Never-married;Other-service;Female;30;United-States
59;Local-gov;130532;Some-college;Widowed;Other-service;Female;40;Poland
37;State-gov;224700;Assoc-voc;Divorced;Protective-serv;Male;40;United-States
54;Federal-gov;160636;HS-grad;Never-married;Adm-clerical;Female;40;Mexico
58;Private;27385;HS-grad;Married-civ-spouse;Exec-managerial;Male;60;United-States
41;Private;174575;HS-grad;Married-civ-spouse;Transport-moving;Male;45;United-States
26;Private;193945;Masters;Never-married;Exec-managerial;Male;60;United-States
20;Private;227778;Some-college;Never-married;Sales;Female;56;United-States
24;Private;205865;HS-grad;Never-married;Sales;Male;45;United-States
55;Private;255364;Some-college;Married-civ-spouse;Prof-specialty;Male;40;United-States
40;Private;353432;10th;Divorced;Machine-op-inspct;Female;35;United-States
63;Private;100099;9th;Married-civ-spouse;Transport-moving;Male;40;United-States
55;Self-emp-not-inc;147098;9th;Married-civ-spouse;Craft-repair;Male;50;United-States
21;Private;149809;HS-grad;Never-married;Farming-fishing;Male;24;United-States
30;Private;100135;Bachelors;Never-married;Sales;Female;40;United-States
23;Private;179413;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
39;Self-emp-not-inc;29874;HS-grad;Married-civ-spouse;Farming-fishing;Male;54;United-States
42;Private;200574;Some-college;Married-civ-spouse;Sales;Male;40;United-States
40;State-gov;377018;Bachelors;Married-civ-spouse;Prof-specialty;Male;60;United-States
37;Private;365465;HS-grad;Separated;Craft-repair;Male;70;Philippines
64;Private;43738;Doctorate;Widowed;Prof-specialty;Male;80;United-States
36;Self-emp-not-inc;127740;HS-grad;Married-civ-spouse;Exec-managerial;Male;99;United-States
30;Private;177596;Some-college;Never-married;Other-service;Female;36;United-States
33;Private;100228;Some-college;Never-married;Machine-op-inspct;Male;40;United-States
59;Private;200316;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
61;Self-emp-not-inc;268797;HS-grad;Married-civ-spouse;Other-service;Female;17;United-States
64;Private;181530;Prof-school;Married-civ-spouse;Prof-specialty;Male;40;United-States
24;Private;228686;Some-college;Never-married;Other-service;Male;45;United-States
25;Private;177625;HS-grad;Never-married;Machine-op-inspct;Male;40;United-States
59;Private;272087;HS-grad;Married-civ-spouse;Transport-moving;Male;40;United-States
35;Private;122353;HS-grad;Married-civ-spouse;Exec-managerial;Male;40;United-States
58;Self-emp-not-inc;98361;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
35;Private;342642;Masters;Married-spouse-absent;Protective-serv;Male;40;United-States
49;Private;32184;HS-grad;Divorced;Sales;Female;36;United-States
44;State-gov;128586;Bachelors;Never-married;Farming-fishing;Male;40;United-States
36;Self-emp-not-inc;184435;11th;Never-married;Transport-moving;Male;40;United-States
45;Local-gov;168191;HS-grad;Married-civ-spouse;Transport-moving;Male;40;United-States
42;Private;255847;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;48;United-States
36;Self-emp-not-inc;219155;Some-college;Married-civ-spouse;Sales;Male;50;United-States
30;Private;328734;10th;Never-married;Machine-op-inspct;Female;40;United-States
53;Private;403121;HS-grad;Divorced;Adm-clerical;Female;30;United-States
38;Private;223433;HS-grad;Never-married;Machine-op-inspct;Male;40;United-States
21;Private;92898;HS-grad;Never-married;Adm-clerical;Female;40;United-States
42;Private;322385;Assoc-voc;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
33;Private;169879;Bachelors;Married-civ-spouse;Prof-specialty;Male;47;United-States
24;Private;201680;Some-college;Never-married;Machine-op-inspct;Male;40;United-States
24;Private;36058;Bachelors;Never-married;Sales;Male;50;United-States
32;State-gov;111363;Prof-school;Married-civ-spouse;Prof-specialty;Male;75;United-States
21;Private;237651;Some-college;Never-married;Other-service;Male;35;United-States
36;Private;157184;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
44;Private;174325;Some-college;Married-civ-spouse;Craft-repair;Male;40;United-States
25;Private;197036;10th;Never-married;Craft-repair;Male;40;United-States
23;Private;65038;HS-grad;Never-married;Sales;Male;40;United-States
41;Private;219591;HS-grad;Never-married;Adm-clerical;Male;40;United-States
31;Private;373903;Bachelors;Married-civ-spouse;Adm-clerical;Male;40;United-States
24;Private;211345;Some-college;Never-married;Other-service;Female;40;Mexico
19;Private;188669;Some-college;Never-married;Sales;Female;25;United-States
18;Private;113814;HS-grad;Never-married;Farming-fishing;Male;40;United-States
46;Private;116635;Bachelors;Separated;Prof-specialty;Female;36;United-States
35;Private;152909;Bachelors;Married-civ-spouse;Exec-managerial;Male;45;United-States
28;Private;183523;Assoc-acdm;Never-married;Adm-clerical;Male;35;United-States
18;Private;183034;Some-college;Never-married;Sales;Male;35;United-States
53;Private;329222;Bachelors;Married-civ-spouse;Craft-repair;Male;40;Laos
38;Private;87556;Some-college;Married-civ-spouse;Craft-repair;Male;40;United-States
47;Self-emp-not-inc;62143;Masters;Married-civ-spouse;Exec-managerial;Female;40;United-States
52;Private;145409;Some-college;Married-civ-spouse;Transport-moving;Male;60;Canada
39;Private;163205;Bachelors;Separated;Prof-specialty;Male;50;United-States
34;Private;27565;Assoc-voc;Married-civ-spouse;Craft-repair;Female;27;United-States
31;Self-emp-not-inc;197193;HS-grad;Never-married;Other-service;Male;27;United-States
31;Private;208881;Some-college;Married-civ-spouse;Craft-repair;Male;40;United-States
45;Private;168556;Some-college;Divorced;Machine-op-inspct;Male;40;United-States
55;Local-gov;254949;HS-grad;Married-civ-spouse;Handlers-cleaners;Male;40;United-States
31;Private;329874;Some-college;Never-married;Adm-clerical;Male;40;United-States
38;Private;283122;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
51;Private;302146;11th;Never-married;Other-service;Female;40;United-States
41;Private;247081;Some-college;Married-civ-spouse;Adm-clerical;Male;40;United-States
33;Private;34848;Some-college;Married-civ-spouse;Other-service;Male;40;United-States
28;Self-emp-not-inc;39388;Assoc-voc;Married-civ-spouse;Farming-fishing;Male;60;United-States
61;Private;280088;7th-8th;Divorced;Machine-op-inspct;Female;40;United-States
62;Private;136314;Some-college;Married-civ-spouse;Adm-clerical;Female;40;United-States
49;Self-emp-inc;34998;Some-college;Married-civ-spouse;Farming-fishing;Male;60;United-States
48;Private;207848;10th;Married-civ-spouse;Adm-clerical;Female;40;United-States
53;Private;242859;Some-college;Separated;Adm-clerical;Male;40;Cuba
29;Local-gov;181434;Bachelors;Married-civ-spouse;Prof-specialty;Male;40;United-States
43;Private;167151;Bachelors;Divorced;Prof-specialty;Female;60;United-States
40;Self-emp-inc;99185;Bachelors;Married-civ-spouse;Prof-specialty;Male;60;United-States
37;Private;97925;HS-grad;Divorced;Adm-clerical;Female;40;United-States
32;Private;294121;Assoc-voc;Divorced;Adm-clerical;Female;40;United-States
34;Private;199539;Assoc-voc;Married-civ-spouse;Craft-repair;Male;48;United-States
48;Private;285335;11th;Married-civ-spouse;Exec-managerial;Male;50;United-States
27;Self-emp-inc;120126;9th;Never-married;Craft-repair;Male;40;United-States
32;Private;321313;Masters;Never-married;Sales;Male;40;United-States
61;Self-emp-not-inc;96073;Prof-school;Married-civ-spouse;Prof-specialty;Male;50;England
38;Local-gov;189614;Some-college;Married-civ-spouse;Adm-clerical;Female;40;United-States
28;Private;115549;Some-college;Never-married;Machine-op-inspct;Male;60;United-States
69;Private;76939;HS-grad;Widowed;Exec-managerial;Female;40;United-States
42;Private;188615;Some-college;Separated;Prof-specialty;Male;50;Canada
30;Private;433325;10th;Married-civ-spouse;Craft-repair;Male;40;Mexico
17;Private;147069;11th;Never-married;Other-service;Female;16;United-States
23;State-gov;71996;Bachelors;Never-married;Adm-clerical;Female;52;United-States
31;Private;240771;Some-college;Married-civ-spouse;Craft-repair;Male;50;United-States
30;Private;374454;HS-grad;Divorced;Transport-moving;Male;40;United-States
48;Local-gov;24366;Assoc-voc;Married-civ-spouse;Protective-serv;Male;40;United-States
45;Self-emp-not-inc;277630;Some-college;Divorced;Exec-managerial;Male;48;United-States
30;Private;251825;Assoc-acdm;Never-married;Machine-op-inspct;Female;40;United-States
19;Private;163015;Some-college;Never-married;Sales;Female;20;United-States
41;Private;557349;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
24;Private;70261;HS-grad;Never-married;Other-service;Male;40;United-States
59;Private;162136;Some-college;Divorced;Machine-op-inspct;Male;56;United-States
50;Local-gov;258819;Some-college;Divorced;Protective-serv;Male;40;United-States
52;Private;123011;Some-college;Married-civ-spouse;Exec-managerial;Male;45;United-States
36;State-gov;166606;HS-grad;Married-civ-spouse;Protective-serv;Male;40;United-States
44;Private;228516;HS-grad;Never-married;Other-service;Male;20;Portugal
28;Private;269246;11th;Married-civ-spouse;Farming-fishing;Male;40;United-States
22;Private;189277;HS-grad;Never-married;Machine-op-inspct;Female;40;United-States
48;Private;125120;Some-college;Married-civ-spouse;Adm-clerical;Female;37;United-States
23;Private;152328;Some-college;Never-married;Exec-managerial;Male;40;United-States
35;Private;149347;Some-college;Married-civ-spouse;Craft-repair;Male;45;United-States
25;Private;259300;Bachelors;Never-married;Sales;Female;16;United-States
57;Private;477867;HS-grad;Married-civ-spouse;Transport-moving;Male;40;United-States
30;Private;191385;11th;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
36;Private;113481;HS-grad;Divorced;Craft-repair;Male;40;United-States
27;Private;167336;Some-college;Never-married;Adm-clerical;Female;39;United-States
26;Local-gov;265230;Bachelors;Never-married;Prof-specialty;Female;40;United-States
26;Private;318934;10th;Married-civ-spouse;Handlers-cleaners;Male;40;United-States
58;Private;104476;Some-college;Separated;Adm-clerical;Female;40;United-States
48;State-gov;104542;Masters;Widowed;Prof-specialty;Female;40;United-States
48;Self-emp-inc;88564;Some-college;Divorced;Farming-fishing;Male;45;United-States
31;Private;303942;Some-college;Married-civ-spouse;Sales;Male;50;United-States
34;Private;96480;Some-college;Separated;Exec-managerial;Female;40;United-States
39;Private;365465;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
58;State-gov;259929;Doctorate;Never-married;Exec-managerial;Female;43;United-States
62;Private;202958;Some-college;Married-civ-spouse;Machine-op-inspct;Male;40;United-States
30;State-gov;137613;Masters;Married-civ-spouse;Prof-specialty;Male;17;Taiwan
68;Self-emp-not-inc;191517;Some-college;Widowed;Adm-clerical;Male;40;United-States
44;Local-gov;210527;Some-college;Never-married;Other-service;Female;40;United-States
43;Private;180138;HS-grad;Never-married;Craft-repair;Male;45;United-States
18;Private;80163;Some-college;Never-married;Sales;Female;20;United-States
57;Private;211678;10th;Divorced;Adm-clerical;Male;64;United-States
41;Private;149909;Bachelors;Married-civ-spouse;Sales;Male;50;United-States
49;Self-emp-inc;127111;HS-grad;Married-civ-spouse;Exec-managerial;Male;50;United-States
56;Private;157786;HS-grad;Married-civ-spouse;Transport-moving;Male;48;United-States
33;Local-gov;256529;HS-grad;Separated;Other-service;Female;80;United-States
51;Private;360131;5th-6th;Married-civ-spouse;Craft-repair;Female;40;United-States
34;Private;201156;11th;Never-married;Craft-repair;Female;30;United-States
51;Self-emp-inc;258735;HS-grad;Divorced;Protective-serv;Male;81;United-States
29;Private;178469;HS-grad;Never-married;Sales;Female;40;United-States
43;Self-emp-not-inc;311177;Some-college;Never-married;Transport-moving;Male;30;United-States
18;Private;301948;HS-grad;Never-married;Protective-serv;Male;3;United-States
40;Private;118001;HS-grad;Never-married;Handlers-cleaners;Male;40;United-States
74;Self-emp-inc;148003;Bachelors;Married-civ-spouse;Adm-clerical;Female;6;United-States
29;Private;212895;Assoc-acdm;Never-married;Craft-repair;Male;35;United-States
55;Private;61708;HS-grad;Married-civ-spouse;Adm-clerical;Male;50;United-States
48;Self-emp-inc;76482;Some-college;Married-civ-spouse;Farming-fishing;Male;50;United-States
34;Private;349169;Masters;Married-civ-spouse;Craft-repair;Male;40;Mexico
50;Private;99476;Masters;Divorced;Prof-specialty;Female;35;United-States
26;Private;57512;Assoc-voc;Never-married;Craft-repair;Male;48;United-States
25;Private;277444;Bachelors;Married-civ-spouse;Sales;Male;50;United-States
51;Local-gov;146181;9th;Married-civ-spouse;Transport-moving;Male;40;United-States
43;Private;334946;HS-grad;Married-civ-spouse;Handlers-cleaners;Male;40;United-States
36;Private;131766;Assoc-acdm;Never-married;Exec-managerial;Female;40;United-States
46;Federal-gov;371373;HS-grad;Divorced;Adm-clerical;Male;40;United-States
39;Self-emp-inc;163057;Some-college;Divorced;Craft-repair;Male;99;United-States
28;Self-emp-not-inc;204984;Bachelors;Never-married;Tech-support;Male;45;United-States
22;Federal-gov;146538;HS-grad;Never-married;Adm-clerical;Male;40;United-States
52;Private;177647;HS-grad;Divorced;Craft-repair;Male;47;United-States
37;Private;277022;HS-grad;Never-married;Handlers-cleaners;Female;40;Nicaragua
38;Private;343403;Assoc-acdm;Divorced;Adm-clerical;Female;16;United-States
53;Private;99476;HS-grad;Divorced;Other-service;Female;38;United-States
34;Private;261418;HS-grad;Married-civ-spouse;Other-service;Male;40;United-States
21;Private;113163;Some-college;Never-married;Adm-clerical;Male;50;United-States
24;Private;213427;HS-grad;Never-married;Adm-clerical;Male;40;United-States
51;Private;221532;Bachelors;Divorced;Exec-managerial;Male;40;United-States
41;Private;223763;HS-grad;Divorced;Craft-repair;Male;40;United-States
54;Private;123011;HS-grad;Married-civ-spouse;Machine-op-inspct;Male;40;Poland
66;Private;186324;Bachelors;Married-civ-spouse;Sales;Male;5;United-States
25;Private;311124;Prof-school;Never-married;Prof-specialty;Female;20;United-States
62;Private;416829;11th;Separated;Other-service;Female;21;United-States
50;Self-emp-inc;283676;Doctorate;Married-civ-spouse;Prof-specialty;Male;60;United-States
19;Private;41400;HS-grad;Never-married;Handlers-cleaners;Male;30;United-States
29;State-gov;187392;HS-grad;Never-married;Adm-clerical;Female;40;United-States
44;Private;106900;Masters;Married-civ-spouse;Sales;Male;50;United-States
44;Self-emp-not-inc;112507;5th-6th;Married-civ-spouse;Craft-repair;Male;40;United-States
35;Private;60135;10th;Married-civ-spouse;Other-service;Female;40;United-States
53;Self-emp-inc;167914;Assoc-acdm;Never-married;Exec-managerial;Male;50;United-States
62;Private;123582;10th;Divorced;Other-service;Female;40;United-States
52;Federal-gov;192386;Masters;Married-civ-spouse;Exec-managerial;Male;40;United-States
25;Private;176836;Some-college;Never-married;Exec-managerial;Female;60;United-States
36;Self-emp-not-inc;182898;Bachelors;Married-civ-spouse;Exec-managerial;Male;40;United-States
41;Self-emp-not-inc;178510;Bachelors;Divorced;Sales;Male;45;United-States
30;Local-gov;154548;Masters;Divorced;Prof-specialty;Female;65;United-States
35;Private;288158;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
53;Self-emp-not-inc;162576;7th-8th;Married-civ-spouse;Tech-support;Male;99;United-States
50;Private;196975;HS-grad;Married-civ-spouse;Craft-repair;Male;40;United-States
24;Private;161638;HS-grad;Married-civ-spouse;Machine-op-inspct;Female;40;Ecuador
28;Private;191088;HS-grad;Divorced;Other-service;Female;52;United-States
28;Private;67661;Some-college;Never-married;Adm-clerical;Female;40;United-States
32;Private;171215;Some-college;Divorced;Adm-clerical;Male;48;United-States
22;Private;355686;Some-college;Never-married;Adm-clerical;Female;40;United-States
20;Private;224640;Assoc-acdm;Never-married;Exec-managerial;Female;40;United-States
39;Federal-gov;149347;Masters;Never-married;Prof-specialty;Male;40;Poland
68;Private;182574;Some-college;Widowed;Adm-clerical;Female;29;United-States
30;Private;143766;Bachelors;Married-civ-spouse;Prof-specialty;Male;40;United-States
56;Local-gov;114231;10th;Widowed;Other-service;Female;25;United-States
45;Private;327886;Prof-school;Never-married;Prof-specialty;Male;40;United-States
